"global.unique.identifier","last.edited.date","taxonomic.order","category","taxon.concept.id","common.name","scientific.name","subspecies.common.name","subspecies.scientific.name","exotic.code","observation.count","breeding.code","breeding.category","behavior.code","age.sex","country","country.code","state","state.code","county","county.code","iba.code","bcr.code","usfws.code","atlas.block","locality","locality.id","locality.type","observation.date","time.observations.started","observer.id","sampling.event.identifier","protocol.type","protocol.code","project.code","duration.minutes","effort.distance.km","effort.area.ha","number.observers","all.species.reported","group.identifier","has.media","approved","reviewed","reason","trip.comments","species.comments","longitude","latitude","listing.status"
"URN:CornellLabOfOrnithology:EBIRD:OBS1617431850","2023-02-23 12:00:55.969802",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-28","11:46:00","obsr1767551","S127128674","Traveling","P22","EBIRD",71,1.003,NA,2,1,"G9569910",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1752797244","2023-06-06 15:32:56.24471",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"8","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"44068C1NW","STOP5 SCHOODIC WINTER WATERBIRD SURVEY","L24990516","P","2023-01-25","12:29:00","obsr883903","S140719741","Stationary","P21","EBIRD_ATL_ME",36,NA,NA,1,0,"",0,1,0,NA,"","",-68.075941,44.347779,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1606235925","2023-01-22 20:42:36.287514",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2023-01-14","10:15:00","obsr2008884","S126142914","Stationary","P21","EBIRD",5,NA,NA,2,1,"G9492226",1,1,0,NA,"","",-68.0454782,44.3386398,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1602235742","2024-04-23 21:41:10.362139",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-09","11:15:00","obsr186647","S125785848","Stationary","P21","EBIRD",30,NA,NA,2,1,"G9473777",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1617193452","2023-01-28 17:11:43.51065",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2023-01-28","13:02:00","obsr564300","S127103861","Stationary","P21","EBIRD",26,NA,NA,2,1,"G9569918",0,1,0,NA,"","",-68.0454782,44.3386398,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1617160715","2023-02-23 12:00:55.969802",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-28","11:46:00","obsr564300","S127100715","Traveling","P22","EBIRD",71,1.003,NA,2,1,"G9569910",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1596977359","2023-01-03 20:04:29.236818",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"44068C1CE","Acadia NP--Schoodic Point","L865421","H","2023-01-03","10:26:00","obsr224998","S125317532","Traveling","P22","EBIRD_ATL_ME",50,0.982,NA,1,1,"",1,1,0,NA,"Out Going tide schoodic seawatch. Hit most of my targets. Some photo ops. --Jan 3 2023 Birding the schoodic peninsula--Fraser Point. Wabanaki ancestral lands","Foy..male",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1616970445","2023-01-28 10:04:24.38982",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-28","08:25:00","obsr431552","S127083077","Traveling","P22","EBIRD",53,0.833,NA,1,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1630481137","2023-02-13 19:52:49.282596",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"5","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-10","14:40:00","obsr3053987","S128290219","Traveling","P22","EBIRD",70,6.831,NA,2,1,"G9660505",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1606305923","2024-04-23 21:41:46.976131",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-14","09:15:00","obsr2008884","S126150060","Traveling","P22","EBIRD",28,0.612,NA,2,1,"G9492526",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1617433450","2023-02-23 12:16:32.1591",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"3","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Birch Harbor US-ME 44.34657, -68.04572","L22376671","P","2023-01-28","13:39:00","obsr1767551","S127128763","Stationary","P21","EBIRD",4,NA,NA,2,1,"G9569919",0,1,0,NA,"","",-68.045719,44.34657,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1752811080","2023-06-06 15:38:50.773593",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"10","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"44068C1CE","STOP8 SCHOODIC WINTER WATERBIRD SURVEY","L24990832","P","2023-01-25","14:08:00","obsr883903","S140720411","Stationary","P21","EBIRD_ATL_ME",13,NA,NA,1,0,"",0,1,0,NA,"","",-68.061351,44.332834,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1603718908","2024-04-23 21:41:46.976131",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"4","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-09","11:15:00","obsr613701","S125923473","Stationary","P21","EBIRD",30,NA,NA,2,1,"G9473777",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1648600037","2023-03-05 15:09:26.398295",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"6","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-07","13:30:00","obsr1198577","S130251351","Traveling","P22","EBIRD",180,24.14,NA,1,1,"",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1602235746","2024-04-23 21:41:10.362139",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-09","11:15:00","obsr186647","S125785848","Stationary","P21","EBIRD",30,NA,NA,2,1,"G9473777",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1615047443","2024-04-23 21:43:05.77843",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2023-01-25","14:52:00","obsr29626","S126920080","Stationary","P21","EBIRD",14,NA,NA,1,1,"",0,1,0,NA,"","",-68.3025,44.2373,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1615455560","2024-04-23 21:43:05.77843",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"9","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2023-01-25","13:45:00","obsr2008884","S126952096","Stationary","P21","EBIRD",4,NA,NA,2,1,"G9557172",1,1,0,NA,"","",-68.3025,44.2373,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1603719006","2024-04-23 21:41:46.976131",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2023-01-09","12:20:00","obsr613701","S125923650","Stationary","P21","EBIRD",20,NA,NA,2,1,"G9473783",0,1,0,NA,"","",-68.0454782,44.3386398,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1752811079","2023-06-06 15:38:50.773593",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"44068C1CE","STOP8 SCHOODIC WINTER WATERBIRD SURVEY","L24990832","P","2023-01-25","14:08:00","obsr883903","S140720411","Stationary","P21","EBIRD_ATL_ME",13,NA,NA,1,0,"",0,1,0,NA,"","",-68.061351,44.332834,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1619852490","2023-01-31 12:12:46.591635",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Bass Harbor Head Lighthouse","L428616","H","2023-01-25","14:18:00","obsr2008884","S127335266","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G9590007",1,1,0,NA,"","",-68.3371925,44.2219221,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1596977364","2023-01-03 20:04:29.236818",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"44068C1CE","Acadia NP--Schoodic Point","L865421","H","2023-01-03","10:26:00","obsr224998","S125317532","Traveling","P22","EBIRD_ATL_ME",50,0.982,NA,1,1,"",0,1,0,NA,"Out Going tide schoodic seawatch. Hit most of my targets. Some photo ops. --Jan 3 2023 Birding the schoodic peninsula--Fraser Point. Wabanaki ancestral lands","With photos distant but we'll seen in the scope heavy bill foy.",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1615126120","2024-04-23 21:43:05.77843",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"9","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2023-01-25","13:45:00","obsr215193","S126927433","Stationary","P21","EBIRD",4,NA,NA,2,1,"G9557172",1,1,0,NA,"","",-68.3025,44.2373,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1594691830","2023-01-01 15:34:50.238585",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-01","08:45:00","obsr121872","S125100958","Stationary","P21","EBIRD",105,NA,NA,6,1,"",0,1,0,NA,"Schoodic CBC with Catherine, Nick and Lena, Shannon and Erin, Nancy Lowry","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1603874299","2023-01-11 13:23:07.561873",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"9","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","600 Seawall Road, Southwest Harbor, Maine, US (44.242, -68.299)","L22162473","P","2023-01-11","13:00:00","obsr2401325","S125938341","Traveling","P22","EBIRD",22,0.097,NA,1,1,"",0,1,0,NA,"","",-68.2992446,44.24223,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1603886479","2023-01-11 13:42:29.921049",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia NP--Seawall Picnic Area","L159047","H","2023-01-11","13:32:00","obsr2401325","S125939762","Stationary","P21","EBIRD",9,NA,NA,1,1,"",0,1,0,NA,"","",-68.3025,44.2373,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1602288926","2024-04-23 21:41:10.362139",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Blueberry Hill","L2345007","H","2023-01-09","12:20:00","obsr186647","S125789302","Stationary","P21","EBIRD",20,NA,NA,2,1,"G9473783",0,1,0,NA,"","",-68.0454782,44.3386398,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1609497743","2024-04-23 21:41:55.553009",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Bass Harbor Head Lighthouse","L428616","H","2023-01-18","10:34:00","obsr29626","S126428483","Traveling","P22","EBIRD",9,2.894,NA,1,1,"",0,1,0,NA,"Frenchboro Ferry route, inbound. Mild day; calm seas.","",-68.3371925,44.2219221,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1619870743","2023-01-31 12:12:46.591635",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Bass Harbor Head Lighthouse","L428616","H","2023-01-25","14:18:00","obsr215193","S127335857","Incidental","P20","EBIRD",NA,NA,NA,2,0,"G9590007",1,1,0,NA,"","",-68.3371925,44.2219221,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1606237027","2023-01-14 16:46:42.130079",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Southwest Harbor US-ME 44.23765, -68.30179","L13680269","P","2023-01-14","15:21:00","obsr1063131","S126143242","Traveling","P22","EBIRD",24,0.912,NA,2,1,"G9492492",0,1,0,NA,"","",-68.301792,44.237654,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1606303945","2023-01-14 16:46:42.130079",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",14,NA,"","Acadia National Park, Southwest Harbor US-ME 44.23765, -68.30179","L13680269","P","2023-01-14","15:21:00","obsr936157","S126149868","Traveling","P22","EBIRD",24,0.912,NA,2,1,"G9492492",0,1,0,NA,"","",-68.301792,44.237654,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1603718912","2024-04-23 21:41:46.976131",6372,"species","avibase-64F4DD81","Razorbill","Alca torda","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-01-09","11:15:00","obsr613701","S125923473","Stationary","P21","EBIRD",30,NA,NA,2,1,"G9473777",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1641845001","2024-04-23 21:48:46.687233",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"11","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-02-25","13:38:00","obsr210022","S129614738","Stationary","P21","EBIRD",20,NA,NA,2,1,"G9731168",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1644716774","2024-04-23 21:48:55.802594",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"11","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-02-25","12:50:00","obsr1111352","S129887249","Stationary","P21","EBIRD",30,NA,NA,1,1,"G9749339",1,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1628736400","2023-02-11 20:41:29.54128",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-02-11","10:16:00","obsr3049195","S128131954","Traveling","P22","EBIRD",31,0.874,NA,2,1,"G9644287",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1642606237","2023-02-26 10:36:42.098039",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"9","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-02-25","13:31:00","obsr3564739","S129686603","Traveling","P22","EBIRD",9,0.363,NA,3,0,"G9732595",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1629435061","2023-02-21 16:41:23.264498",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia National Park, Birch Harbor US-ME 44.37261, -68.07627","L22568841","P","2023-02-12","11:43:00","obsr1063131","S128195011","Traveling","P22","EBIRD",178,16.429,NA,2,1,"G9652822",0,1,0,NA,"","",-68.076267,44.37261,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1629434095","2023-02-18 08:08:55.291029",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"2","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia National Park, Birch Harbor US-ME 44.37261, -68.07627","L22568841","P","2023-02-12","11:43:00","obsr936157","S128195010","Traveling","P22","EBIRD",179,16.429,NA,2,1,"G9652822",0,1,0,NA,"","",-68.076267,44.37261,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1627978260","2023-02-11 06:30:50.913689",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Peninsula","L476611","H","2023-02-10","10:45:00","obsr231067","S128045448","Traveling","P22","EBIRD",195,16,NA,2,1,"",0,1,0,NA,"With Rick Carlin. Hiked Sundew Trail as well.  The only birds on the Trail that weren't on the driving loop were the HADU and RBNU.","",-68.0582428,44.3403019,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1654780086","2024-04-23 21:50:48.081102",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"11","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-02-25","12:50:00","obsr1009366","S130831474","Stationary","P21","EBIRD",30,NA,NA,1,1,"G9749339",1,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1628153329","2023-02-11 13:23:09.154379",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"1","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-02-11","10:16:00","obsr2392402","S128062962","Traveling","P22","EBIRD",31,0.874,NA,2,1,"G9644287",0,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
"URN:CornellLabOfOrnithology:EBIRD:OBS1644730705","2024-04-23 21:48:55.802594",687,"species","avibase-BCBD2EAE","Harlequin Duck","Histrionicus histrionicus","","",NA,"11","","","","","United States","US","Maine","US-ME","Hancock","US-ME-009","",NA,NA,"","Acadia NP--Schoodic Point","L865421","H","2023-02-25","12:50:00","obsr520130","S129888299","Stationary","P21","EBIRD",30,NA,NA,1,1,"G9749339",1,1,0,NA,"","",-68.0603456,44.3324746,"state threatened"
